,Hospital,Hospital Latitude,Hospital Longitude,Venue City,Venue,Venue Latitude,Venue Longitude,Venue Category,yelp_link,rating,reviews
752,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Mary's Pizza Shack,38.29382592213146,-122.45775588402373,Pizza Place,https://www.yelp.com/biz/marys-pizza-shack-sonoma,3 star rating,122 reviews
753,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Rancho Viejo,38.303444766333755,-122.47720853860413,Mexican Restaurant,https://www.yelp.com/biz/rancho-viejo-sonoma,4 star rating,124 reviews
754,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Santé,38.31263211858323,-122.4828792622322,French Restaurant,https://www.yelp.com/biz/santé-sonoma,[],[]
755,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Harvest Moon Cafe,38.29236488859305,-122.45906266368371,American Restaurant,https://www.yelp.com/biz/harvest-moon-cafe-sonoma,4,443 
756,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Sonoma's Best,38.28987089857592,-122.43594448178105,Deli / Bodega,https://www.yelp.com/biz/sonomas-best-sonoma,4 star rating,129 reviews
757,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Taqueria Sonoma,38.30846323040597,-122.47811585138878,Mexican Restaurant,https://www.yelp.com/biz/taqueria-sonoma-sonoma,3.5,43 
758,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Tasca Tasca,38.292191232222486,-122.45949581074296,Portuguese Restaurant,https://www.yelp.com/biz/tasca-tasca-sonoma,4.5,208 
759,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Scandia Bakery,38.29377107758346,-122.46844281830653,Bakery,https://www.yelp.com/biz/scandia-bakery-sonoma,4.5,103 
760,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Basque Boulangerie Café,38.292538640955385,-122.45645874077006,Café,https://www.yelp.com/biz/basque-boulangerie-café-sonoma,3.5,552 
761,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Picazo Kitchen + Bar,38.30032311551919,-122.47530132153972,Café,https://www.yelp.com/biz/picazo-kitchen-+-bar-sonoma,4 star rating,73 reviews
762,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Black Bear Diner,38.29210948413906,-122.46163339341331,Diner,https://www.yelp.com/biz/black-bear-diner-sonoma,3,203 
763,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Juanita Juanita,38.297394241681836,-122.49129039898942,Mexican Restaurant,https://www.yelp.com/biz/juanita-juanita-sonoma,4,230 
764,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Taqueria La Hacienda,38.31531509196265,-122.48243067001457,Mexican Restaurant,https://www.yelp.com/biz/taqueria-la-hacienda-sonoma,4,302 
765,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Oso sonoma,38.291852859668246,-122.45753092849468,American Restaurant,https://www.yelp.com/biz/oso-sonoma-sonoma,4,472 
766,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,delhi belly,38.29155829888044,-122.45775664924754,North Indian Restaurant,https://www.yelp.com/biz/delhi-belly-sonoma,[],[]
767,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Della Santina's,38.29145828480525,-122.4560448802635,Italian Restaurant,https://www.yelp.com/biz/della-santinas-sonoma,[],[]
768,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,Cochon Volant BBQ,38.311465129678446,-122.48082480345927,Food Truck,https://www.yelp.com/biz/cochon-volant-bbq-sonoma,4,276 
769,Sonoma Valley Hospital,38.287975200000005,-122.4653001,Sonoma,La Casa Restaurant,38.2934089425092,-122.45591104112506,Mexican Restaurant,https://www.yelp.com/biz/la-casa-restaurant-sonoma,3.5,263 
770,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Yummy Restaurant,37.63038,-122.076559,Chinese Restaurant,https://www.yelp.com/biz/yummy-restaurant-hayward,3.5,159 
771,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Costco Food Court,37.615974509653235,-122.08954584329669,Food Court,https://www.yelp.com/biz/costco-food-court-hayward,[],[]
772,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Cecil's Burgers,37.63255852858508,-122.06752046671238,Burger Joint,https://www.yelp.com/biz/cecils-burgers-hayward,4 star rating,336 reviews
773,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Black Bear Diner,37.64363043497486,-122.10416109790171,Diner,https://www.yelp.com/biz/black-bear-diner-hayward,3,514 
774,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Taqueria Senaida's,37.63366358014944,-122.06407137627592,Mexican Restaurant,https://www.yelp.com/biz/taqueria-senaidas-hayward,3.5,610 
775,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Pot Pie Paradise & Deli,37.6212121423929,-122.1120117390244,American Restaurant,https://www.yelp.com/biz/pot-pie-paradise-and-deli-hayward,4,393 
776,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Naked Fish Japanese Cuisine,37.6539268611192,-122.09105770878101,Japanese Restaurant,https://www.yelp.com/biz/naked-fish-japanese-cuisine-hayward,3.5,579 
777,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Taqueria La Placita,37.63198436685218,-122.07534937601397,Mexican Restaurant,https://www.yelp.com/biz/taqueria-la-placita-hayward,3.5,173 
778,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Ohana Hawaiian BBQ,37.64831895935332,-122.09001241611396,BBQ Joint,https://www.yelp.com/biz/ohana-hawaiian-bbq-hayward,2.5,103 
779,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Panera Bread,37.653797,-122.105396,Bakery,https://www.yelp.com/biz/panera-bread-hayward,3,477 
780,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Los Pericos,37.652593573683646,-122.10490247124655,Mexican Restaurant,https://www.yelp.com/biz/los-pericos-hayward,3.5,327 
781,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Five Guys,37.614665,-122.087345,Burger Joint,https://www.yelp.com/biz/five-guys-hayward,3,313 
782,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Nation's Giant Hamburgers,37.648977,-122.090283,Burger Joint,https://www.yelp.com/biz/nations-giant-hamburgers-hayward,3,309 
783,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Tacos Uruapan,37.622047393582136,-122.05698565070043,Mexican Restaurant,https://www.yelp.com/biz/tacos-uruapan-hayward,3,12 
784,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Papaito Rotisserie,37.62791382841681,-122.12066436737926,BBQ Joint,https://www.yelp.com/biz/papaito-rotisserie-hayward,4.5,447 
785,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Veggie Lee,37.64435374200274,-122.10461024394228,Asian Restaurant,https://www.yelp.com/biz/veggie-lee-hayward,4.5,443 
786,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Buddy's Bites & Brews,37.6506774372143,-122.1092149681307,American Restaurant,https://www.yelp.com/biz/buddys-bites-and-brews-hayward,3.5 star rating,1172 reviews
787,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Hang Ten Boiler,37.65156383922161,-122.1018434598924,Cajun / Creole Restaurant,https://www.yelp.com/biz/hang-ten-boiler-hayward,4,408 
788,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Pepe's,37.639843,-122.05829299999999,Mexican Restaurant,https://www.yelp.com/biz/pepes-hayward,4,146 
789,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Olive Garden,37.647770108860335,-122.10669385147983,Italian Restaurant,https://www.yelp.com/biz/olive-garden-hayward,3,749 
790,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Jack in the Box,37.631665556446585,-122.07489341497421,Fast Food Restaurant,https://www.yelp.com/biz/jack-in-the-box-hayward,2.5,58 
791,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Jollibee,37.648258,-122.10625,Fast Food Restaurant,https://www.yelp.com/biz/jollibee-hayward,2.5 star rating,54 reviews
792,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,La Victoria Taqueria,37.644540287741776,-122.06236988933604,Mexican Restaurant,https://www.yelp.com/biz/la-victoria-taqueria-hayward,3,802 
793,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Tomodachi Sushi Bistro,37.651631876785046,-122.10972255216166,Sushi Restaurant,https://www.yelp.com/biz/tomodachi-sushi-bistro-hayward,3.5 star rating,870 reviews
794,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,SUBWAY,37.63297136534817,-122.0965009235482,Sandwich Place,https://www.yelp.com/biz/subway-hayward,2.5 star rating,24 reviews
795,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Tins Teapot Bistro,37.660852,-122.085561,Dumpling Restaurant,https://www.yelp.com/biz/tins-teapot-bistro-hayward,3.5,778 
796,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Famous Dave's,37.65394596207841,-122.10664377385898,BBQ Joint,https://www.yelp.com/biz/famous-daves-hayward,4,28 
797,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Straw Hat Pizza,37.61802310847356,-122.06801797939023,Pizza Place,https://www.yelp.com/biz/straw-hat-pizza-hayward,4,316 
798,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Tin Fu Restaurant,37.64688758879128,-122.08871158010251,Chinese Restaurant,https://www.yelp.com/biz/tin-fu-restaurant-hayward,3.5,448 
799,St. Rose Hospital,37.63330759999999,-122.087528,Hayward,Popeyes Louisiana Kitchen,37.64890183824636,-122.09105527080732,Fried Chicken Joint,https://www.yelp.com/biz/popeyes-louisiana-kitchen-hayward,2,188 
800,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Al's Donuts,37.98451428511373,-121.80652575778134,Donut Shop,https://www.yelp.com/biz/als-donuts-antioch,[],[]
801,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Muscle Maker Grill,37.97603001122082,-121.80255597137841,American Restaurant,https://www.yelp.com/biz/muscle-maker-grill-antioch,4,209 
802,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Mr. Pickle's Sandwich Shop,37.975919,-121.80046625,Sandwich Place,https://www.yelp.com/biz/mr.-pickles-sandwich-shop-antioch,3 star rating,6 reviews
803,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Wong's Restaurant,37.98444479349039,-121.80656996247299,Chinese Restaurant,https://www.yelp.com/biz/wongs-restaurant-antioch,2.5,153 
804,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,China City Restaurant,37.99489474137692,-121.80658723013605,Chinese Restaurant,https://www.yelp.com/biz/china-city-restaurant-antioch,4,179 
805,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Skipolini's Pizza,37.997608747066195,-121.81759111342261,Pizza Place,https://www.yelp.com/biz/skipolinis-pizza-antioch,3.5,217 
806,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Sylvia's Country Kitchen,37.994811786205666,-121.80733554414223,American Restaurant,https://www.yelp.com/biz/sylvias-country-kitchen-antioch,3.5,345 
807,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Da Nang Tourane Vietnamese Restaurant,37.98259763984711,-121.76509313313804,Vietnamese Restaurant,https://www.yelp.com/biz/da-nang-tourane-vietnamese-restaurant-antioch,4.5,627 
808,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,TOGO'S Sandwiches,37.994107,-121.782969,Sandwich Place,https://www.yelp.com/biz/togos-sandwiches-antioch,3,59 
809,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Cheese Steak Shop,38.00729426073449,-121.83630966552076,Sandwich Place,https://www.yelp.com/biz/cheese-steak-shop-antioch,4 star rating,928 reviews
810,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,In-N-Out Burger,38.005301444545005,-121.83626887533455,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-antioch,4,494 
811,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Celia's Mexican Restaurant,38.01109158856863,-121.8135897608111,Mexican Restaurant,https://www.yelp.com/biz/celias-mexican-restaurant-antioch,3.5,237 
812,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Petes Restaurant & Brewhouse,37.99498763272329,-121.78294553053982,Restaurant,https://www.yelp.com/biz/petes-restaurant-and-brewhouse-antioch,3,342 
813,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Okawa Japanese Restaurant,37.998242196811304,-121.83984250059973,Sushi Restaurant,https://www.yelp.com/biz/okawa-japanese-restaurant-antioch,4,425 
814,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Taqueria Salsa,38.00456469624151,-121.843876403101,Taco Place,https://www.yelp.com/biz/taqueria-salsa-antioch,4,279 
815,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Cocina Medina,37.96321545587502,-121.75961521330208,Mexican Restaurant,https://www.yelp.com/biz/cocina-medina-antioch,4,496 
816,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Double Dragon Restaurant,37.99959340359347,-121.84180872816573,Chinese Restaurant,https://www.yelp.com/biz/double-dragon-restaurant-antioch,[],[]
817,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,little manuels mexican resturant,38.006889883359364,-121.80577035034992,Mexican Restaurant,https://www.yelp.com/biz/little-manuels-mexican-resturant-antioch,[],[]
818,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,MOD Pizza,38.00648095,-121.84233627,Pizza Place,https://www.yelp.com/biz/mod-pizza-antioch,4,196 
819,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Wendy’s,38.0044791,-121.8056831,Fast Food Restaurant,https://www.yelp.com/biz/wendy’s-antioch,2.5 star rating,35 reviews
820,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Las Tres Marias,37.996014169022565,-121.80886218208133,Mexican Restaurant,https://www.yelp.com/biz/las-tres-marias-antioch,[],[]
821,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Del Taco,38.005455856004765,-121.83763728150376,Fast Food Restaurant,https://www.yelp.com/biz/del-taco-antioch,[],[]
822,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,The Habit Burger Grill,38.00405,-121.835366,Burger Joint,https://www.yelp.com/biz/the-habit-burger-grill-antioch,3.5,244 
823,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Bridgehead Cafe,38.00519088148401,-121.77334958661493,Diner,https://www.yelp.com/biz/bridgehead-cafe-antioch,4,211 
824,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,McDonald's,37.98875498806757,-121.7859724862592,Fast Food Restaurant,https://www.yelp.com/biz/mcdonalds-antioch,1.5,71 
825,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Papa Murphy's,37.98875921491793,-121.78407509233469,Pizza Place,https://www.yelp.com/biz/papa-murphys-antioch,4,21 
826,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Subway,37.98893995327306,-121.78406385223235,Sandwich Place,https://www.yelp.com/biz/subway-antioch,1.5 star rating,20 reviews
827,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,El Pollo Loco,38.005758,-121.838354,Fast Food Restaurant,https://www.yelp.com/biz/el-pollo-loco-antioch,2.5,88 
828,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Jerry's hot dogs,37.99908374649497,-121.83858522398162,Hot Dog Joint,https://www.yelp.com/biz/jerrys-hot-dogs-antioch,[],[]
829,Sutter Delta Medical Center,37.982534799999996,-121.8029078,Antioch,Wienerschnitzel,38.00446482974526,-121.80039803893725,Fast Food Restaurant,https://www.yelp.com/biz/wienerschnitzel-antioch,2.5 star rating,35 reviews
830,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Krispy Kreme Doughnuts,38.36690341196724,-121.96248407605742,Donut Shop,https://www.yelp.com/biz/krispy-kreme-doughnuts-vacaville,3.5,121 
831,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,In-N-Out Burger,38.366538578718064,-121.96104283590634,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-vacaville,4,218 
832,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Boudin SF,38.366771,-121.962713,Bistro,https://www.yelp.com/biz/boudin-sf-vacaville,4,492 
833,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,The Habit Burger Grill,38.367825,-121.961161,Burger Joint,https://www.yelp.com/biz/the-habit-burger-grill-vacaville,3.5,223 
834,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Buddha Thai Bistro,38.363250514504195,-121.9630242849077,Thai Restaurant,https://www.yelp.com/biz/buddha-thai-bistro-vacaville,4.5,1600 
835,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Pieology Pizzeria,38.368039,-121.960914,Pizza Place,https://www.yelp.com/biz/pieology-pizzeria-vacaville,3.5,369 
836,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Rubio's,38.368705,-121.961382,Seafood Restaurant,https://www.yelp.com/biz/rubios-vacaville,2.5,281 
837,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Chick-fil-A,38.361321,-121.965299,Fast Food Restaurant,https://www.yelp.com/biz/chick-fil-a-vacaville,3.5 star rating,249 reviews
838,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Jersey Mike's Subs,38.384962,-121.934253,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-vacaville,3.5,97 
839,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Five Guys,38.36869993421901,-121.96127026238618,Burger Joint,https://www.yelp.com/biz/five-guys-vacaville,3.5,280 
840,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Fuji Sushi Buffet,38.37015023124111,-121.9609573540616,Sushi Restaurant,https://www.yelp.com/biz/fuji-sushi-buffet-vacaville,4,1144 
841,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Amici's East Coast Pizzeria,38.36989740203044,-121.96042209863663,Pizza Place,https://www.yelp.com/biz/amicis-east-coast-pizzeria-vacaville,3.5 star rating,444 reviews
842,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Original Mels,38.365682588987234,-121.9612777024784,Diner,https://www.yelp.com/biz/original-mels-vacaville,3.5,300 
843,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Napoli Pizza,38.35072678154252,-121.95243391527063,Italian Restaurant,https://www.yelp.com/biz/napoli-pizza-vacaville,[],[]
844,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Rolines Oriental Market,38.35070316825267,-121.95163104137387,Asian Restaurant,https://www.yelp.com/biz/rolines-oriental-market-vacaville,[],[]
845,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Hecho En Mexico Taqueria,38.359000539256044,-121.97877576953756,Mexican Restaurant,https://www.yelp.com/biz/hecho-en-mexico-taqueria-vacaville,[],[]
846,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Villa Corona,38.36984518316488,-121.96183999389469,Mexican Restaurant,https://www.yelp.com/biz/villa-corona-vacaville,3.5,151 
847,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Freebirds World Burrito,38.36827604435195,-121.95687621831888,Mexican Restaurant,https://www.yelp.com/biz/freebirds-world-burrito-vacaville,3.5,339 
848,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Chin Hua Mongolian BBQ,38.35049125576522,-121.95268497454373,Asian Restaurant,https://www.yelp.com/biz/chin-hua-mongolian-bbq-vacaville,[],[]
849,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,El Pollo Loco,38.363214,-121.967586,Fast Food Restaurant,https://www.yelp.com/biz/el-pollo-loco-vacaville,2.5,88 
850,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Strings Italian Cafe,38.36209196403019,-121.96469670776648,Italian Restaurant,https://www.yelp.com/biz/strings-italian-cafe-vacaville,3 star rating,84 reviews
851,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Panera Bread,38.36802579265464,-121.96261882781982,Bakery,https://www.yelp.com/biz/panera-bread-vacaville,2.5,292 
852,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Pure Grain Bakery,38.35679068750159,-121.98754412128348,Bakery,https://www.yelp.com/biz/pure-grain-bakery-vacaville,4,81 
853,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Los Reyes Restaurante,38.35681166114804,-121.98807709992076,Mexican Restaurant,https://www.yelp.com/biz/los-reyes-restaurante-vacaville,4,520 
854,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Black Oak Restaurant,38.3704861334462,-121.95391239009422,Diner,https://www.yelp.com/biz/black-oak-restaurant-vacaville,3.5,277 
855,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Nation's Giant Hamburgers,38.36352716367439,-121.96835923807349,Burger Joint,https://www.yelp.com/biz/nations-giant-hamburgers-vacaville,3,141 
856,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Black Bear Diner,38.34763251176597,-121.99707332064524,Diner,https://www.yelp.com/biz/black-bear-diner-vacaville,3.5,404 
857,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,BJ's Restaurant & Brewhouse,38.36189526821319,-121.96599026731576,American Restaurant,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-vacaville,3,915 
858,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Outback Steakhouse,38.352391725796366,-121.98599564723874,Steakhouse,https://www.yelp.com/biz/outback-steakhouse-vacaville,3,371 
859,Vacaville Medical Center,38.3882472,-121.938675,Vacaville,Pho Lee Hoa Phat,38.35349220668662,-121.97781140700049,Vietnamese Restaurant,https://www.yelp.com/biz/pho-lee-hoa-phat-vacaville,3.5,503 
860,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Bouchon Bakery,38.40237205621243,-122.3619045464429,Bakery,https://www.yelp.com/biz/bouchon-bakery-yountville,4,3144 
861,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Bouchon,38.40257641115427,-122.36207423122298,French Restaurant,https://www.yelp.com/biz/bouchon-yountville,4 star rating,2963 reviews
862,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Bottega,38.40180080849876,-122.36243745499485,Italian Restaurant,https://www.yelp.com/biz/bottega-yountville,4,2886 
863,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Bistro Jeanty,38.4009610960337,-122.3598801572208,French Restaurant,https://www.yelp.com/biz/bistro-jeanty-yountville,4,1970 
864,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Ciccio,38.40660930597263,-122.36678112174631,Pizza Place,https://www.yelp.com/biz/ciccio-yountville,4,365 
865,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,The French Laundry,38.40441813170163,-122.36499554706377,French Restaurant,https://www.yelp.com/biz/the-french-laundry-yountville,4.5,2584 
866,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,ad hoc,38.399189,-122.358514,New American Restaurant,https://www.yelp.com/biz/ad-hoc-yountville,4,2844 
867,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Southside Cafe,38.406197,-122.36627,Café,https://www.yelp.com/biz/southside-cafe-yountville,4.5,99 
868,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Redd Wood,38.40614101370904,-122.36687930967453,Pizza Place,https://www.yelp.com/biz/redd-wood-yountville,4,743 
869,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Addendum,38.39942005467224,-122.3580915833296,American Restaurant,https://www.yelp.com/biz/addendum-yountville,4 star rating,577 reviews
870,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,R+D Kitchen,38.40629034011837,-122.36789147547351,New American Restaurant,https://www.yelp.com/biz/r+d-kitchen-yountville,[],[]
871,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Protea,38.399882134961686,-122.35917909661768,Restaurant,https://www.yelp.com/biz/protea-yountville,[],[]
872,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,La Calenda,38.40201761232013,-122.3612662647798,Mexican Restaurant,https://www.yelp.com/biz/la-calenda-yountville,3.5,227 
873,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Mustards Grill,38.41897367857393,-122.38812244123328,New American Restaurant,https://www.yelp.com/biz/mustards-grill-yountville,4 star rating,2037 reviews
874,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Coqueta,38.401698,-122.362186,Spanish Restaurant,https://www.yelp.com/biz/coqueta-yountville,4,71 
875,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Hopper Creek Kitchen @ Hotel Yountville,38.3974067377627,-122.35709824838574,American Restaurant,https://www.yelp.com/biz/hopper-creek-kitchen-@-hotel-yountville-yountville,[],[]
876,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Brix Restaurant and Gardens,38.41567636086449,-122.38565353807833,New American Restaurant,https://www.yelp.com/biz/brix-restaurant-and-gardens-yountville,[],[]
877,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Ottimo,38.401611841379534,-122.36256466688322,Deli / Bodega,https://www.yelp.com/biz/ottimo-yountville,4,100 
878,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Bistro Don Giovanni,38.34468518259595,-122.3264252390759,Italian Restaurant,https://www.yelp.com/biz/bistro-don-giovanni-yountville,[],[]
879,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,RH Yountville Restaurant,38.4057342,-122.3665189,Restaurant,https://www.yelp.com/biz/rh-yountville-restaurant-yountville,4.5,190 
880,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Mini Model Bakery,38.4017751892588,-122.3614427773148,Bakery,https://www.yelp.com/biz/mini-model-bakery-yountville,[],[]
881,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Galpão Gaucho,38.33116255687069,-122.31715177321728,Brazilian Restaurant,https://www.yelp.com/biz/galpão-gaucho-yountville,4.5 star rating,1085 reviews
882,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Il Posto,38.33623762749685,-122.32266011486638,Italian Restaurant,https://www.yelp.com/biz/il-posto-yountville,4 star rating,447 reviews
883,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Rutherford Grill,38.459205576277505,-122.42283353390424,American Restaurant,https://www.yelp.com/biz/rutherford-grill-yountville,[],[]
884,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Heritage Eats,38.32382558775512,-122.30701573326421,Fast Food Restaurant,https://www.yelp.com/biz/heritage-eats-yountville,4.5 star rating,739 reviews
885,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,La Luna Market & Taqueria,38.45951581869281,-122.42111514511156,Mexican Restaurant,https://www.yelp.com/biz/la-luna-market-and-taqueria-yountville,[],[]
886,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Fumé Bistro,38.33255426099804,-122.31826137381175,American Restaurant,https://www.yelp.com/biz/fumé-bistro-yountville,[],[]
887,Veterans Home of California Yountville,38.393451500000005,-122.36623329999999,Yountville,Genova's Deli,38.323006429453436,-122.3034279586826,Deli / Bodega,https://www.yelp.com/biz/genovas-deli-yountville,[],[]
