,Hospital,Hospital Latitude,Hospital Longitude,Venue City,Venue,Venue Latitude,Venue Longitude,Venue Category,yelp_link,rating,reviews
481,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Trancas Steakhouse,38.323378395654075,-122.29569765740513,Steakhouse,https://www.yelp.com/biz/trancas-steakhouse-napa,3.5 star rating,322 reviews
482,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Heritage Eats,38.32382558775512,-122.30701573326421,Fast Food Restaurant,https://www.yelp.com/biz/heritage-eats-napa,4.5 star rating,739 reviews
483,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,The Habit Burger Grill,38.32106,-122.306791,Burger Joint,https://www.yelp.com/biz/the-habit-burger-grill-napa,3 star rating,171 reviews
484,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,The Q Restaurant & Bar,38.32352139107292,-122.30748653411865,American Restaurant,https://www.yelp.com/biz/the-q-restaurant-and-bar-napa,3.5 star rating,503 reviews
485,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Juju's kitchen,38.320425,-122.30719099999999,Mediterranean Restaurant,https://www.yelp.com/biz/jujus-kitchen-napa,[],[]
486,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Sushi Haku,38.31926992209877,-122.2981941166307,Japanese Restaurant,https://www.yelp.com/biz/sushi-haku-napa,[],[]
487,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Wendy’s,38.32272383879447,-122.30237520773699,Fast Food Restaurant,https://www.yelp.com/biz/wendy’s-napa,2.5 star rating,42 reviews
488,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Villa Corona Cocina Mexicana,38.322482998655126,-122.30522638508232,Mexican Restaurant,https://www.yelp.com/biz/villa-corona-cocina-mexicana-napa,[],[]
489,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Galpão Gaucho,38.33116255687069,-122.31715177321728,Brazilian Restaurant,https://www.yelp.com/biz/galpão-gaucho-napa,4.5 star rating,1085 reviews
490,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Squeeze Inn,38.31954501376706,-122.31088176937882,Burger Joint,https://www.yelp.com/biz/squeeze-inn-napa,4,471 
491,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,La Taquiza Fish Tacos,38.32093742933368,-122.30794787406923,Mexican Restaurant,https://www.yelp.com/biz/la-taquiza-fish-tacos-napa,4,276 
492,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Foodshed Take Away,38.32098115476708,-122.30723903344476,Italian Restaurant,https://www.yelp.com/biz/foodshed-take-away-napa,4.5,243 
493,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Fridas Mexican Grill,38.321907409103694,-122.30332014189737,Mexican Restaurant,https://www.yelp.com/biz/fridas-mexican-grill-napa,3.5,247 
494,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Butter Cream Bakery & Diner,38.30768809301645,-122.29564767799802,Breakfast Spot,https://www.yelp.com/biz/butter-cream-bakery-and-diner-napa,3.5,546 
495,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Hog Island Oyster Co.,38.30191470011148,-122.28178081710514,Seafood Restaurant,https://www.yelp.com/biz/hog-island-oyster-co.-napa,4 star rating,940 reviews
496,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Il Posto,38.33623762749685,-122.32266011486638,Italian Restaurant,https://www.yelp.com/biz/il-posto-napa,4 star rating,447 reviews
497,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Gott's Roadside,38.30123807298852,-122.28187159210017,Burger Joint,https://www.yelp.com/biz/gotts-roadside-napa,4,2168 
498,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Cole's Chop House,38.30016338387468,-122.28609463964015,Steakhouse,https://www.yelp.com/biz/coles-chop-house-napa,4,1001 
499,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Fumé Bistro,38.33255426099804,-122.31826137381175,American Restaurant,https://www.yelp.com/biz/fumé-bistro-napa,[],[]
500,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Mary's Pizza Shack,38.316953734241736,-122.29854437368905,Pizza Place,https://www.yelp.com/biz/marys-pizza-shack-napa,3,165 
501,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Chipotle Mexican Grill,38.3212999,-122.3059614,Mexican Restaurant,https://www.yelp.com/biz/chipotle-mexican-grill-napa,3 star rating,101 reviews
502,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Model Bakery,38.30134557125463,-122.28201203184878,Bakery,https://www.yelp.com/biz/model-bakery-napa,4,901 
503,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,C Casa,38.3017314395617,-122.28164114658156,Mexican Restaurant,https://www.yelp.com/biz/c-casa-napa,4,742 
504,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Bounty Hunter Wine Bar & Smokin' BBQ,38.29930665490534,-122.28529302248346,BBQ Joint,https://www.yelp.com/biz/bounty-hunter-wine-bar-and-smokin-bbq-napa,4,1450 
505,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Red Rock Cafe,38.308942389974355,-122.29369677440808,BBQ Joint,https://www.yelp.com/biz/red-rock-cafe-napa,4,340 
506,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Gran Electrica,38.30148940946725,-122.28751979632997,Mexican Restaurant,https://www.yelp.com/biz/gran-electrica-napa,4,192 
507,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Five Dot Ranch,38.30169920152163,-122.28162112417226,American Restaurant,https://www.yelp.com/biz/five-dot-ranch-napa,4 star rating,210 reviews
508,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Las Palmas,38.305357644558505,-122.28805659293812,Mexican Restaurant,https://www.yelp.com/biz/las-palmas-napa,4,179 
509,Queen of the Valley Medical Center,38.324948,-122.29640230000001,Napa,Zuzu,38.29822907949271,-122.28471980130121,Tapas Restaurant,https://www.yelp.com/biz/zuzu-napa,4,1412 
510,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Los Compadres Restaurant,33.78090445095892,-118.19224146287858,Mexican Restaurant,https://www.yelp.com/biz/los-compadres-restaurant-long-beach,[],[]
511,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Poly Burgers,33.78477238833897,-118.18481426418832,Burger Joint,https://www.yelp.com/biz/poly-burgers-long-beach,[],[]
512,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Seabirds,33.771766451931164,-118.17985234033932,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/seabirds-long-beach,[],[]
513,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Berlin,33.77161454266979,-118.18715453213191,Bistro,https://www.yelp.com/biz/berlin-long-beach,4 star rating,1012 reviews
514,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Sura Korean BBQ & Tofu House,33.774532915906626,-118.18516406693442,Korean Restaurant,https://www.yelp.com/biz/sura-korean-bbq-and-tofu-house-long-beach,4 star rating,1172 reviews
515,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Babette Bakery,33.783804844596155,-118.18436616053152,Bakery,https://www.yelp.com/biz/babette-bakery-long-beach,4,311 
516,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Louis Burgers III,33.77394448174184,-118.18540707030974,Burger Joint,https://www.yelp.com/biz/louis-burgers-iii-long-beach,3.5 star rating,554 reviews
517,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Recreational Coffee,33.770083026719796,-118.18958191557688,Café,https://www.yelp.com/biz/recreational-coffee-long-beach,4.5 star rating,572 reviews
518,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Beer Belly Long Beach,33.770387402742564,-118.1896022313901,American Restaurant,https://www.yelp.com/biz/beer-belly-long-beach-long-beach,3.5,464 
519,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,California Pizza Kitchen,33.773855,-118.187284,Pizza Place,https://www.yelp.com/biz/california-pizza-kitchen-long-beach,3 star rating,112 reviews
520,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Ahimsa Vegan Kitchen,33.7717477379472,-118.18826270917656,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/ahimsa-vegan-kitchen-long-beach,4,850 
521,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Steamed Organic Vegetarian Cuisine,33.77063033539817,-118.18221540916313,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/steamed-organic-vegetarian-cuisine-long-beach,4.5,928 
522,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Michael's Downtown,33.7702526,-118.190819,Pizza Place,https://www.yelp.com/biz/michaels-downtown-long-beach,4,819 
523,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Popeyes Louisiana Kitchen,33.779303596714534,-118.18913384520212,Fried Chicken Joint,https://www.yelp.com/biz/popeyes-louisiana-kitchen-long-beach,2,93 
524,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Saints & Sinners Bakeshop,33.774258,-118.192626,Bakery,https://www.yelp.com/biz/saints-and-sinners-bakeshop-long-beach,4.5 star rating,142 reviews
525,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Super Mex,33.76805533384231,-118.18281081754151,Mexican Restaurant,https://www.yelp.com/biz/super-mex-long-beach,3.5 star rating,564 reviews
526,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Thai District,33.769232064193666,-118.1866033413076,Thai Restaurant,https://www.yelp.com/biz/thai-district-long-beach,4.5,724 
527,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Wingstop,33.77175534357471,-118.19127557967558,Wings Joint,https://www.yelp.com/biz/wingstop-long-beach,3,297 
528,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,PADRE,33.76936492194243,-118.18530931215872,Restaurant,https://www.yelp.com/biz/padre-long-beach,4,1119 
529,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Dog Haus Biergarten,33.77033651858541,-118.19092274788511,Burger Joint,https://www.yelp.com/biz/dog-haus-biergarten-long-beach,4,829 
530,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Gaucho Grill,33.769591116902916,-118.1923206997761,Argentinian Restaurant,https://www.yelp.com/biz/gaucho-grill-long-beach,4,1111 
531,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Agaves Kitchen/ Tequila,33.76970407984884,-118.19228976687239,Mexican Restaurant,https://www.yelp.com/biz/agaves-kitchen/-tequila-long-beach,[],[]
532,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,555 East American Steakhouse,33.76699308749826,-118.18632020085897,Steakhouse,https://www.yelp.com/biz/555-east-american-steakhouse-long-beach,[],[]
533,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,George's Greek Cafe,33.768745813384236,-118.19249275193768,Greek Restaurant,https://www.yelp.com/biz/georges-greek-cafe-long-beach,4.5 star rating,1182 reviews
534,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,BO-beau kitchen + roof tap,33.76909934759771,-118.19233551579964,French Restaurant,https://www.yelp.com/biz/bo-beau-kitchen-+-roof-tap-long-beach,4 star rating,2269 reviews
535,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Big Catch Seafood,33.769457163561945,-118.19155914914462,Cajun / Creole Restaurant,https://www.yelp.com/biz/big-catch-seafood-long-beach,[],[]
536,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,L'Opera Ristorante,33.76829617708431,-118.19237495426513,Italian Restaurant,https://www.yelp.com/biz/lopera-ristorante-long-beach,[],[]
537,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Roscoe's House of Chicken and Waffles,33.7691771761579,-118.18299890507426,Southern / Soul Food Restaurant,https://www.yelp.com/biz/roscoes-house-of-chicken-and-waffles-long-beach,3.5,3149 
538,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Hole Mole,33.771797414951315,-118.17450335622598,Mexican Restaurant,https://www.yelp.com/biz/hole-mole-long-beach,4,501 
539,Rehabilitation Trauma Center,33.780179499999996,-118.18531920000001,Long Beach,Ammatoli,33.7706384899615,-118.18963085970547,Mediterranean Restaurant,https://www.yelp.com/biz/ammatoli-long-beach,[],[]
540,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Portumex Restaurant,37.942507039915945,-122.347755270685,Mexican Restaurant,https://www.yelp.com/biz/portumex-restaurant-richmond,[],[]
541,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Tacos Los Primos (Burrito Truck),37.93803555449376,-122.34751450295654,Food Truck,https://www.yelp.com/biz/tacos-los-primos-(burrito-truck)-richmond,[],[]
542,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Starbread,37.955460701555936,-122.33626983881605,Bakery,https://www.yelp.com/biz/starbread-richmond,[],[]
543,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Americana's Pizza/Taqueria,37.95486767701903,-122.33406182132444,Pizza Place,https://www.yelp.com/biz/americanas-pizza/taqueria-richmond,[],[]
544,Richmond Medical Center,37.9549899,-122.3671315,Richmond,El Pollo Loco,37.950971,-122.332886,Fast Food Restaurant,https://www.yelp.com/biz/el-pollo-loco-richmond,3,108 
545,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Rockin' Crawfish,37.966026,-122.343161,Seafood Restaurant,https://www.yelp.com/biz/rockin-crawfish-richmond,4,405 
546,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Taqueria La Bamba - Richmond,37.93633839544606,-122.32572397445279,Latin American Restaurant,https://www.yelp.com/biz/taqueria-la-bamba---richmond-richmond,[],[]
547,Richmond Medical Center,37.9549899,-122.3671315,Richmond,La Strada Italian Restaurant,37.9559819,-122.3429509,Italian Restaurant,https://www.yelp.com/biz/la-strada-italian-restaurant-richmond,4,352 
548,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Andy's Donut Stop,37.947475734012656,-122.34784097053722,Donut Shop,https://www.yelp.com/biz/andys-donut-stop-richmond,4 star rating,78 reviews
549,Richmond Medical Center,37.9549899,-122.3671315,Richmond,CJ's Barbecue & Fish,37.93570633148739,-122.34617517874442,BBQ Joint,https://www.yelp.com/biz/cjs-barbecue-and-fish-richmond,4 star rating,163 reviews
550,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Door De Jalisco Taco Truck,37.93599114066178,-122.34970864838641,Food Truck,https://www.yelp.com/biz/door-de-jalisco-taco-truck-richmond,[],[]
551,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Hotel Mac Restaurant,37.92727474170401,-122.3847084339065,American Restaurant,https://www.yelp.com/biz/hotel-mac-restaurant-richmond,3.5,263 
552,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Blue Bay Thai Cuisine,37.95565142347947,-122.33619659634726,Asian Restaurant,https://www.yelp.com/biz/blue-bay-thai-cuisine-richmond,3.5,435 
553,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Great American Hamburger & Pie Co,37.924401290638926,-122.38368173666088,Burger Joint,https://www.yelp.com/biz/great-american-hamburger-and-pie-co-richmond,4 star rating,178 reviews
554,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Sukie's Country Kitchen,37.96536558850649,-122.34157182778719,American Restaurant,https://www.yelp.com/biz/sukies-country-kitchen-richmond,3.5,354 
555,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Kao Sarn Thai Food,37.92679627294792,-122.38527081460867,Thai Restaurant,https://www.yelp.com/biz/kao-sarn-thai-food-richmond,[],[]
556,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Huong Tra,37.93458460460347,-122.32500589877152,Vietnamese Restaurant,https://www.yelp.com/biz/huong-tra-richmond,4,721 
557,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Point Richmond Market & Deli,37.9264094632575,-122.38586786361411,Sandwich Place,https://www.yelp.com/biz/point-richmond-market-and-deli-richmond,3.5 star rating,131 reviews
558,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Frosty King,37.929647726437054,-122.36027043866467,American Restaurant,https://www.yelp.com/biz/frosty-king-richmond,4.5,38 
559,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Brezo,37.9263378,-122.3848782,Fast Food Restaurant,https://www.yelp.com/biz/brezo-richmond,4,230 
560,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Nation's Giant Hamburgers,37.95369407532351,-122.33346005995061,American Restaurant,https://www.yelp.com/biz/nations-giant-hamburgers-richmond,3,199 
561,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Jersey Mike's Subs,37.95439759385729,-122.33200151688837,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-richmond,3.5,19 
562,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Caspers,37.935149501809086,-122.34491562658056,Hot Dog Joint,https://www.yelp.com/biz/caspers-richmond,[],[]
563,Richmond Medical Center,37.9549899,-122.3671315,Richmond,El Tazumal,37.969443,-122.344174,Latin American Restaurant,https://www.yelp.com/biz/el-tazumal-richmond,2,17 
564,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Little China Restaurant,37.92653653520996,-122.38556265206458,Chinese Restaurant,https://www.yelp.com/biz/little-china-restaurant-richmond,4,145 
565,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Phở Thái Hùng,37.946544553799484,-122.33018979314981,Vietnamese Restaurant,https://www.yelp.com/biz/phở-thái-hùng-richmond,[],[]
566,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Empire Buffet,37.95587129178859,-122.33186792423568,Chinese Restaurant,https://www.yelp.com/biz/empire-buffet-richmond,2.5,166 
567,Richmond Medical Center,37.9549899,-122.3671315,Richmond,Cafe Soleil,37.96286635380909,-122.32033888161111,American Restaurant,https://www.yelp.com/biz/cafe-soleil-richmond,[],[]
568,Richmond Medical Center,37.9549899,-122.3671315,Richmond,3 hermanas,37.942831680985414,-122.32997253086539,Mexican Restaurant,https://www.yelp.com/biz/3-hermanas-richmond,3.5,215 
